symbol,entry_time,entry_price,direction,exit_time,exit_price,exit_reason,R_outcome
UNIUSDT,2026-01-19T08:00:00+00:00,4.941,SHORT,2026-01-19T09:45:00+00:00,4.993780613915947,SL,-1.0
INJUSDT,2026-01-19T11:15:00+00:00,4.665,SHORT,2026-01-19T13:00:00+00:00,4.665,TP1,0.75
SUIUSDT,2026-01-19T13:45:00+00:00,1.5494,SHORT,2026-01-19T16:00:00+00:00,1.5595929984123962,SL,-1.0
SOLUSDT,2026-01-20T00:15:00+00:00,133.2,SHORT,2026-01-20T00:30:00+00:00,133.69317023370067,SL,-1.0
AVAXUSDT,2026-01-20T00:45:00+00:00,12.663,SHORT,2026-01-20T01:15:00+00:00,12.720907490028473,SL,-1.0
TIAUSDT,2026-01-20T07:15:00+00:00,0.4889,SHORT,2026-01-20T08:00:00+00:00,0.47931138430669706,TP2,2.0
LTCUSDT,2026-01-20T11:30:00+00:00,69.5,SHORT,2026-01-20T14:30:00+00:00,69.96093111063513,SL,-1.0
ATOMUSDT,2026-01-20T12:45:00+00:00,2.398,SHORT,2026-01-20T15:00:00+00:00,2.339803732151635,TP2,2.0
APTUSDT,2026-01-20T13:30:00+00:00,1.5799,SHORT,2026-01-20T14:30:00+00:00,1.5974086795498097,SL,-1.0
ARBUSDT,2026-01-20T13:45:00+00:00,0.1881,SHORT,2026-01-20T14:30:00+00:00,0.19012482630069638,SL,-1.0
NEARUSDT,2026-01-20T13:45:00+00:00,1.5344,SHORT,2026-01-20T14:30:00+00:00,1.5443265193382936,SL,-1.0
LINKUSDT,2026-01-20T14:15:00+00:00,12.487,SHORT,2026-01-20T14:30:00+00:00,12.550027513160364,SL,-1.0
OPUSDT,2026-01-20T14:45:00+00:00,0.3062,SHORT,2026-01-20T21:00:00+00:00,0.3062,TP1,0.75
XRPUSDT,2026-01-20T14:45:00+00:00,1.9241,SHORT,2026-01-20T15:15:00+00:00,1.9241,TP1,0.75
BTCUSDT,2026-01-20T17:15:00+00:00,90163.0,SHORT,2026-01-20T22:30:00+00:00,89032.57062798986,TP2,2.0
ETHUSDT,2026-01-20T17:15:00+00:00,3002.5,SHORT,2026-01-20T22:30:00+00:00,2941.7190098867777,TP2,2.0
BNBUSDT,2026-01-21T02:30:00+00:00,876.9,SHORT,2026-01-21T04:00:00+00:00,882.0283509470728,SL,-1.0
DOGEUSDT,2026-01-21T07:30:00+00:00,0.12489,SHORT,2026-01-21T10:00:00+00:00,0.12489,TP1,0.75
SOLUSDT,2026-01-21T10:45:00+00:00,127.68,SHORT,2026-01-21T12:00:00+00:00,126.31617797579132,TP2,2.0
ATOMUSDT,2026-01-22T02:30:00+00:00,2.41,SHORT,2026-01-22T15:15:00+00:00,2.3352701095299935,TP2,2.0
AVAXUSDT,2026-01-22T02:45:00+00:00,12.53,SHORT,2026-01-22T12:15:00+00:00,12.29514886225645,TP2,2.0
INJUSDT,2026-01-22T02:45:00+00:00,4.705,SHORT,2026-01-22T11:15:00+00:00,4.617525672535779,TP2,2.0
TIAUSDT,2026-01-22T04:45:00+00:00,0.4771,SHORT,2026-01-22T07:15:00+00:00,0.4690870129633333,TP2,2.0
ETHUSDT,2026-01-22T09:45:00+00:00,3012.02,SHORT,2026-01-22T11:15:00+00:00,2992.4251040253685,TP2,2.0
DOGEUSDT,2026-01-22T13:30:00+00:00,0.12515,SHORT,2026-01-23T13:30:00+00:00,0.12466,timeout,0.0
DOTUSDT,2026-01-22T13:30:00+00:00,1.9408,SHORT,2026-01-22T16:45:00+00:00,1.9408,TP1,0.75
UNIUSDT,2026-01-22T13:30:00+00:00,4.888,SHORT,2026-01-23T03:30:00+00:00,4.888,TP1,0.75
ARBUSDT,2026-01-22T19:45:00+00:00,0.17718,SHORT,2026-01-23T03:15:00+00:00,0.17887619312778746,SL,-1.0
OPUSDT,2026-01-22T20:15:00+00:00,0.3053,SHORT,2026-01-23T01:00:00+00:00,0.3095114693351335,SL,-1.0
APTUSDT,2026-01-23T06:15:00+00:00,1.5757,SHORT,2026-01-23T17:30:00+00:00,1.604544654071188,SL,-1.0
AVAXUSDT,2026-01-23T06:15:00+00:00,12.241,SHORT,2026-01-23T14:45:00+00:00,11.98634685634445,TP2,2.0
SUIUSDT,2026-01-23T06:15:00+00:00,1.4976,SHORT,2026-01-23T14:30:00+00:00,1.470512749004761,TP2,2.0
XRPUSDT,2026-01-23T08:00:00+00:00,1.9104,SHORT,2026-01-23T10:00:00+00:00,1.9104,TP1,0.75
TIAUSDT,2026-01-23T11:30:00+00:00,0.4596,SHORT,2026-01-23T14:30:00+00:00,0.451417838074883,TP2,2.0
ETHUSDT,2026-01-23T14:30:00+00:00,2906.91,SHORT,2026-01-23T15:45:00+00:00,2943.7938913191415,SL,-1.0
ADAUSDT,2026-01-23T20:15:00+00:00,0.3601,SHORT,2026-01-24T20:15:00+00:00,0.3591,timeout,0.0
DOGEUSDT,2026-01-23T23:00:00+00:00,0.12452,SHORT,2026-01-24T23:00:00+00:00,0.12451,timeout,0.0
NEARUSDT,2026-01-23T23:30:00+00:00,1.506,SHORT,2026-01-24T07:00:00+00:00,1.5174462706359733,SL,-1.0
LTCUSDT,2026-01-24T01:30:00+00:00,67.9,SHORT,2026-01-24T02:00:00+00:00,68.08714069149067,SL,-1.0
APTUSDT,2026-01-24T13:45:00+00:00,1.5467,SHORT,2026-01-24T14:30:00+00:00,1.5595076391182414,SL,-1.0
ARBUSDT,2026-01-24T21:45:00+00:00,0.17632,SHORT,2026-01-24T22:00:00+00:00,0.17710310846264887,SL,-1.0
TIAUSDT,2026-01-24T21:45:00+00:00,0.4558,SHORT,2026-01-24T23:00:00+00:00,0.45871867179345555,SL,-1.0
ATOMUSDT,2026-01-25T00:15:00+00:00,2.3246,SHORT,2026-01-25T08:30:00+00:00,2.2813941309857735,TP2,2.0
INJUSDT,2026-01-25T02:15:00+00:00,4.529,SHORT,2026-01-25T07:15:00+00:00,4.465455021720604,TP2,2.0
NEARUSDT,2026-01-25T04:45:00+00:00,1.5016,SHORT,2026-01-25T05:45:00+00:00,1.507129793301825,SL,-1.0
OPUSDT,2026-01-25T05:30:00+00:00,0.2993,SHORT,2026-01-25T06:15:00+00:00,0.30077806986022115,SL,-1.0
SUIUSDT,2026-01-25T09:45:00+00:00,1.4667,SHORT,2026-01-25T10:15:00+00:00,1.473194498763469,SL,-1.0
ADAUSDT,2026-01-25T11:30:00+00:00,0.3565,SHORT,2026-01-25T16:00:00+00:00,0.3495090763765372,TP2,2.0
DOTUSDT,2026-01-25T11:30:00+00:00,1.9003,SHORT,2026-01-25T16:00:00+00:00,1.868078655743425,TP2,2.0
UNIUSDT,2026-01-25T15:30:00+00:00,4.815,SHORT,2026-01-25T16:00:00+00:00,4.739326506020021,TP2,2.0
BNBUSDT,2026-01-25T22:00:00+00:00,861.7,SHORT,2026-01-25T23:15:00+00:00,864.5758010775149,SL,-1.0
APTUSDT,2026-01-25T22:15:00+00:00,1.4653,SHORT,2026-01-25T23:45:00+00:00,1.4862268275019765,SL,-1.0
ARBUSDT,2026-01-25T22:15:00+00:00,0.16518,SHORT,2026-01-25T23:45:00+00:00,0.1673601413682593,SL,-1.0
ATOMUSDT,2026-01-26T02:30:00+00:00,2.2481,SHORT,2026-01-26T06:45:00+00:00,2.2645362078199307,SL,-1.0
AVAXUSDT,2026-01-26T10:30:00+00:00,11.645,SHORT,2026-01-26T11:15:00+00:00,11.697627387214338,SL,-1.0
DOGEUSDT,2026-01-26T11:15:00+00:00,0.1207,SHORT,2026-01-26T13:15:00+00:00,0.12172906953392201,SL,-1.0
ETHUSDT,2026-01-26T11:15:00+00:00,2888.89,SHORT,2026-01-26T12:15:00+00:00,2908.9415681167957,SL,-1.0
LINKUSDT,2026-01-26T11:15:00+00:00,11.798,SHORT,2026-01-26T13:15:00+00:00,11.869599321071075,SL,-1.0
OPUSDT,2026-01-26T11:15:00+00:00,0.2944,SHORT,2026-01-26T12:00:00+00:00,0.29583969154246453,SL,-1.0
TIAUSDT,2026-01-26T11:15:00+00:00,0.4416,SHORT,2026-01-26T12:15:00+00:00,0.445653303033479,SL,-1.0
DOTUSDT,2026-01-26T16:30:00+00:00,1.8621,SHORT,2026-01-26T18:30:00+00:00,1.884345669041088,SL,-1.0
NEARUSDT,2026-01-26T16:30:00+00:00,1.4583,SHORT,2026-01-26T21:30:00+00:00,1.47627455745174,SL,-1.0
LTCUSDT,2026-01-26T18:15:00+00:00,69.52,LONG,2026-01-27T13:15:00+00:00,68.64307188725488,SL,-1.0
INJUSDT,2026-01-26T19:15:00+00:00,4.436,SHORT,2026-01-26T21:30:00+00:00,4.4621717959163485,SL,-1.0
APTUSDT,2026-01-27T02:30:00+00:00,1.5536,LONG,2026-01-27T03:15:00+00:00,1.5481668447323902,SL,-1.0
ARBUSDT,2026-01-27T03:00:00+00:00,0.17012,SHORT,2026-01-27T13:30:00+00:00,0.1669129886686968,TP2,2.0
ATOMUSDT,2026-01-27T04:30:00+00:00,2.2233,SHORT,2026-01-27T10:30:00+00:00,2.1893940894023776,TP2,2.0
ADAUSDT,2026-01-27T14:30:00+00:00,0.3486,SHORT,2026-01-27T15:00:00+00:00,0.3512084489345202,SL,-1.0
DOGEUSDT,2026-01-27T14:30:00+00:00,0.12166,SHORT,2026-01-27T15:00:00+00:00,0.12245913599564662,SL,-1.0
XRPUSDT,2026-01-27T14:30:00+00:00,1.8815,SHORT,2026-01-27T15:00:00+00:00,1.8926650795758768,SL,-1.0
AVAXUSDT,2026-01-27T15:15:00+00:00,11.594,SHORT,2026-01-27T15:45:00+00:00,11.700627410430842,SL,-1.0
OPUSDT,2026-01-27T15:15:00+00:00,0.2924,SHORT,2026-01-27T15:45:00+00:00,0.2960628562138715,SL,-1.0
SUIUSDT,2026-01-27T15:15:00+00:00,1.4245,SHORT,2026-01-27T15:45:00+00:00,1.43592031723197,SL,-1.0
TIAUSDT,2026-01-27T15:15:00+00:00,0.4369,SHORT,2026-01-27T15:45:00+00:00,0.440838573415685,SL,-1.0
BNBUSDT,2026-01-27T17:45:00+00:00,886.5,LONG,2026-01-27T20:15:00+00:00,896.433613117347,TP2,2.0
LTCUSDT,2026-01-27T18:45:00+00:00,69.61,LONG,2026-01-28T14:15:00+00:00,68.98895714257118,SL,-1.0
ADAUSDT,2026-01-28T02:15:00+00:00,0.358,LONG,2026-01-28T04:00:00+00:00,0.3557548792859188,SL,-1.0
XRPUSDT,2026-01-28T05:30:00+00:00,1.9053,LONG,2026-01-28T09:15:00+00:00,1.9053,TP1,0.75
ETHUSDT,2026-01-28T06:45:00+00:00,3012.9,LONG,2026-01-28T07:30:00+00:00,3001.66289469775,SL,-1.0
NEARUSDT,2026-01-28T06:45:00+00:00,1.4849,LONG,2026-01-28T08:00:00+00:00,1.4738724149235962,SL,-1.0
OPUSDT,2026-01-28T06:45:00+00:00,0.3012,LONG,2026-01-28T07:00:00+00:00,0.29967415400764946,SL,-1.0
TIAUSDT,2026-01-28T09:30:00+00:00,0.4573,LONG,2026-01-28T15:15:00+00:00,0.4493828736492045,SL,-1.0
APTUSDT,2026-01-28T11:45:00+00:00,1.5956,LONG,2026-01-28T12:45:00+00:00,1.5852856206038508,SL,-1.0
BTCUSDT,2026-01-28T16:15:00+00:00,89710.1,LONG,2026-01-28T21:00:00+00:00,88942.89137131309,SL,-1.0
LTCUSDT,2026-01-28T18:45:00+00:00,69.39,LONG,2026-01-28T20:30:00+00:00,69.39,TP1,0.75
LINKUSDT,2026-01-28T22:00:00+00:00,11.834,SHORT,2026-01-28T22:45:00+00:00,11.89830015583232,SL,-1.0
ADAUSDT,2026-01-29T07:45:00+00:00,0.3511,SHORT,2026-01-29T08:15:00+00:00,0.3511,TP1,0.75
ATOMUSDT,2026-01-29T08:30:00+00:00,2.1765,SHORT,2026-01-29T12:30:00+00:00,2.148275005227963,TP2,2.0
INJUSDT,2026-01-29T08:30:00+00:00,4.34,SHORT,2026-01-29T14:30:00+00:00,4.230674446618668,TP2,2.0
SOLUSDT,2026-01-29T08:30:00+00:00,123.31,SHORT,2026-01-29T14:30:00+00:00,121.48193179101548,TP2,2.0
ARBUSDT,2026-01-29T22:00:00+00:00,0.15812,SHORT,2026-01-30T01:30:00+00:00,0.15486223494904,TP2,2.0
AVAXUSDT,2026-01-29T22:00:00+00:00,11.0,SHORT,2026-01-30T01:30:00+00:00,10.690870103658087,TP2,2.0
SUIUSDT,2026-01-29T22:30:00+00:00,1.3158,SHORT,2026-01-30T00:00:00+00:00,1.3265046711908501,SL,-1.0
APTUSDT,2026-01-29T23:00:00+00:00,1.487,SHORT,2026-01-30T00:45:00+00:00,1.500343692298877,SL,-1.0
DOTUSDT,2026-01-29T23:00:00+00:00,1.7284,SHORT,2026-01-30T01:15:00+00:00,1.7438597590223501,SL,-1.0
LINKUSDT,2026-01-29T23:00:00+00:00,11.058,SHORT,2026-01-30T01:30:00+00:00,10.71359395647566,TP2,2.0
LTCUSDT,2026-01-29T23:00:00+00:00,65.79,SHORT,2026-01-30T00:00:00+00:00,66.22953020130701,SL,-1.0
NEARUSDT,2026-01-29T23:00:00+00:00,1.3696,SHORT,2026-01-30T01:30:00+00:00,1.3344514517751636,TP2,2.0
DOGEUSDT,2026-01-30T00:30:00+00:00,0.11693,SHORT,2026-01-30T01:30:00+00:00,0.11486882406487656,TP2,2.0
OPUSDT,2026-01-30T01:30:00+00:00,0.2646,SHORT,2026-01-31T01:30:00+00:00,0.2625,timeout,0.0
ETHUSDT,2026-01-30T05:00:00+00:00,2748.0,SHORT,2026-01-30T06:30:00+00:00,2708.928667159899,TP2,2.0
BNBUSDT,2026-01-30T05:30:00+00:00,848.7,SHORT,2026-01-30T06:45:00+00:00,836.4231087453445,TP2,2.0
BTCUSDT,2026-01-30T06:00:00+00:00,82747.3,SHORT,2026-01-30T07:00:00+00:00,82747.3,TP1,0.75
XRPUSDT,2026-01-30T06:00:00+00:00,1.751,SHORT,2026-01-30T11:45:00+00:00,1.772068443005858,SL,-1.0
ADAUSDT,2026-01-30T08:15:00+00:00,0.3243,SHORT,2026-01-30T11:45:00+00:00,0.3270766473250443,SL,-1.0
SOLUSDT,2026-01-30T09:45:00+00:00,115.33,SHORT,2026-01-30T11:30:00+00:00,116.23010536158209,SL,-1.0
TIAUSDT,2026-01-30T09:45:00+00:00,0.4046,SHORT,2026-01-30T11:30:00+00:00,0.40800434849956463,SL,-1.0
INJUSDT,2026-01-31T10:45:00+00:00,3.873,SHORT,2026-01-31T14:00:00+00:00,3.772895061488037,TP2,2.0
NEARUSDT,2026-01-31T10:45:00+00:00,1.2919,SHORT,2026-01-31T13:30:00+00:00,1.2710531374217358,TP2,2.0
OPUSDT,2026-01-31T10:45:00+00:00,0.2543,SHORT,2026-01-31T12:45:00+00:00,0.25132114615420675,TP2,2.0
TIAUSDT,2026-01-31T10:45:00+00:00,0.3895,SHORT,2026-01-31T14:00:00+00:00,0.38060495998782684,TP2,2.0
UNIUSDT,2026-01-31T10:45:00+00:00,4.166,SHORT,2026-01-31T13:00:00+00:00,4.105436692231308,TP2,2.0
LTCUSDT,2026-01-31T11:30:00+00:00,63.12,SHORT,2026-01-31T13:30:00+00:00,62.46841959492775,TP2,2.0
DOTUSDT,2026-01-31T11:45:00+00:00,1.634,SHORT,2026-01-31T14:00:00+00:00,1.6122851558593276,TP2,2.0
SUIUSDT,2026-01-31T12:30:00+00:00,1.2234,SHORT,2026-01-31T14:00:00+00:00,1.2030446260600018,TP2,2.0
AVAXUSDT,2026-01-31T20:00:00+00:00,9.786,SHORT,2026-01-31T21:30:00+00:00,9.948076887009652,SL,-1.0
ETHUSDT,2026-02-01T01:30:00+00:00,2435.5,SHORT,2026-02-01T14:30:00+00:00,2342.6909951758707,TP2,2.0
ATOMUSDT,2026-02-01T11:15:00+00:00,1.9563,SHORT,2026-02-01T15:30:00+00:00,1.9015922665043896,TP2,2.0
TIAUSDT,2026-02-01T11:45:00+00:00,0.3741,SHORT,2026-02-01T14:30:00+00:00,0.36475485441476635,TP2,2.0
ADAUSDT,2026-02-01T12:00:00+00:00,0.2944,SHORT,2026-02-01T13:00:00+00:00,0.2964597163754397,SL,-1.0
BTCUSDT,2026-02-01T12:00:00+00:00,78522.5,SHORT,2026-02-01T14:30:00+00:00,77223.28657736194,TP2,2.0
LTCUSDT,2026-02-01T12:00:00+00:00,59.14,SHORT,2026-02-01T13:00:00+00:00,59.56719083274891,SL,-1.0
SOLUSDT,2026-02-01T12:00:00+00:00,104.69,SHORT,2026-02-01T13:00:00+00:00,105.59714547765098,SL,-1.0
APTUSDT,2026-02-01T12:15:00+00:00,1.2699,SHORT,2026-02-01T14:45:00+00:00,1.2699,TP1,0.75
DOTUSDT,2026-02-01T13:15:00+00:00,1.5387,SHORT,2026-02-01T14:15:00+00:00,1.5183185716452512,TP2,2.0
BNBUSDT,2026-02-01T13:30:00+00:00,769.7,SHORT,2026-02-01T14:15:00+00:00,759.2041668306774,TP2,2.0
INJUSDT,2026-02-01T13:30:00+00:00,3.589,SHORT,2026-02-01T14:45:00+00:00,3.589,TP1,0.75
LINKUSDT,2026-02-01T13:45:00+00:00,9.783,SHORT,2026-02-01T14:30:00+00:00,9.596112935630092,TP2,2.0
XRPUSDT,2026-02-01T13:45:00+00:00,1.6288,SHORT,2026-02-01T15:15:00+00:00,1.5881123763002956,TP2,2.0
NEARUSDT,2026-02-01T16:30:00+00:00,1.1647,SHORT,2026-02-01T18:00:00+00:00,1.1811268231106284,SL,-1.0
OPUSDT,2026-02-01T16:30:00+00:00,0.2264,SHORT,2026-02-01T18:00:00+00:00,0.22991577557124687,SL,-1.0
SUIUSDT,2026-02-01T20:15:00+00:00,1.1,SHORT,2026-02-01T20:30:00+00:00,1.1213179349344262,SL,-1.0
OPUSDT,2026-02-02T23:15:00+00:00,0.2299,SHORT,2026-02-03T02:45:00+00:00,0.22495910257609236,TP2,2.0
UNIUSDT,2026-02-03T02:00:00+00:00,3.874,SHORT,2026-02-03T03:45:00+00:00,3.918831315025496,SL,-1.0
APTUSDT,2026-02-03T05:45:00+00:00,1.2671,SHORT,2026-02-03T08:30:00+00:00,1.281102874006257,SL,-1.0
ARBUSDT,2026-02-03T05:45:00+00:00,0.13624,SHORT,2026-02-03T12:00:00+00:00,0.13624,TP1,0.75
AVAXUSDT,2026-02-03T05:45:00+00:00,10.075,SHORT,2026-02-03T07:30:00+00:00,10.1633332307379,SL,-1.0
BTCUSDT,2026-02-03T06:30:00+00:00,78428.0,SHORT,2026-02-03T07:00:00+00:00,78847.00990860494,SL,-1.0
DOGEUSDT,2026-02-03T06:30:00+00:00,0.10652,SHORT,2026-02-03T07:00:00+00:00,0.10711372294411353,SL,-1.0
DOTUSDT,2026-02-03T08:00:00+00:00,1.5313,SHORT,2026-02-03T14:15:00+00:00,1.5313,TP1,0.75
ATOMUSDT,2026-02-03T11:15:00+00:00,1.995,LONG,2026-02-03T14:15:00+00:00,1.995,TP1,0.75
ETHUSDT,2026-02-03T14:30:00+00:00,2281.2,SHORT,2026-02-03T18:00:00+00:00,2190.2858588221247,TP2,2.0
XRPUSDT,2026-02-03T14:30:00+00:00,1.5985,SHORT,2026-02-03T15:30:00+00:00,1.6170447589528008,SL,-1.0
TIAUSDT,2026-02-03T20:00:00+00:00,0.366,SHORT,2026-02-03T20:15:00+00:00,0.3723642558772297,SL,-1.0
LTCUSDT,2026-02-04T05:00:00+00:00,60.42,SHORT,2026-02-04T07:30:00+00:00,60.833168310187276,SL,-1.0
DOGEUSDT,2026-02-04T06:00:00+00:00,0.10817,LONG,2026-02-04T11:00:00+00:00,0.10702383540576661,SL,-1.0
SOLUSDT,2026-02-04T08:00:00+00:00,97.31,SHORT,2026-02-04T11:00:00+00:00,94.87928965600402,TP2,2.0
INJUSDT,2026-02-04T10:30:00+00:00,3.629,SHORT,2026-02-04T11:30:00+00:00,3.629,TP1,0.75
APTUSDT,2026-02-04T12:15:00+00:00,1.2558,SHORT,2026-02-04T14:00:00+00:00,1.2341877850132041,TP2,2.0
AVAXUSDT,2026-02-04T12:15:00+00:00,9.969,SHORT,2026-02-04T14:30:00+00:00,9.837848763299004,TP2,2.0
DOTUSDT,2026-02-04T12:15:00+00:00,1.4925,SHORT,2026-02-04T14:30:00+00:00,1.4663510808834401,TP2,2.0
LINKUSDT,2026-02-04T12:15:00+00:00,9.526,SHORT,2026-02-04T14:30:00+00:00,9.372148025682918,TP2,2.0
SUIUSDT,2026-02-04T12:15:00+00:00,1.1145,SHORT,2026-02-04T13:00:00+00:00,1.120630769899586,SL,-1.0
BTCUSDT,2026-02-04T13:15:00+00:00,75828.5,SHORT,2026-02-04T14:30:00+00:00,74731.59907254232,TP2,2.0
ARBUSDT,2026-02-04T17:15:00+00:00,0.12907,SHORT,2026-02-04T18:30:00+00:00,0.13249474805378422,SL,-1.0
OPUSDT,2026-02-05T07:30:00+00:00,0.21234,SHORT,2026-02-05T11:15:00+00:00,0.20462918732831215,TP2,2.0
SOLUSDT,2026-02-05T23:15:00+00:00,79.94,SHORT,2026-02-06T00:00:00+00:00,75.4303851784649,TP2,2.0
ATOMUSDT,2026-02-06T08:00:00+00:00,1.8194,SHORT,2026-02-06T09:45:00+00:00,1.843016407918777,SL,-1.0
AVAXUSDT,2026-02-07T00:00:00+00:00,9.232,SHORT,2026-02-07T04:00:00+00:00,9.336821484694195,SL,-1.0
XRPUSDT,2026-02-07T01:45:00+00:00,1.4667,LONG,2026-02-07T06:45:00+00:00,1.4419588882697427,SL,-1.0
INJUSDT,2026-02-07T03:45:00+00:00,3.281,SHORT,2026-02-07T04:15:00+00:00,3.314932934046252,SL,-1.0
TIAUSDT,2026-02-07T03:45:00+00:00,0.3418,SHORT,2026-02-07T04:15:00+00:00,0.3457635192846602,SL,-1.0
ADAUSDT,2026-02-07T04:15:00+00:00,0.2754,SHORT,2026-02-07T16:00:00+00:00,0.2754,TP1,0.75
SOLUSDT,2026-02-07T04:30:00+00:00,87.37,SHORT,2026-02-07T16:00:00+00:00,87.37,TP1,0.75
BTCUSDT,2026-02-07T05:15:00+00:00,70233.5,SHORT,2026-02-07T07:15:00+00:00,67879.72980905359,TP2,2.0
DOTUSDT,2026-02-07T05:15:00+00:00,1.3668,SHORT,2026-02-07T07:15:00+00:00,1.3191860371251138,TP2,2.0
LTCUSDT,2026-02-07T05:15:00+00:00,54.57,SHORT,2026-02-07T07:00:00+00:00,53.69855745562197,TP2,2.0
OPUSDT,2026-02-07T11:30:00+00:00,0.18955,SHORT,2026-02-07T12:00:00+00:00,0.19113077647517326,SL,-1.0
BNBUSDT,2026-02-07T13:00:00+00:00,637.2,SHORT,2026-02-07T15:15:00+00:00,641.6733801951052,SL,-1.0
SOLUSDT,2026-02-07T22:00:00+00:00,88.57,LONG,2026-02-07T23:00:00+00:00,87.8857011445327,SL,-1.0
ETHUSDT,2026-02-08T01:00:00+00:00,2090.1,LONG,2026-02-08T04:15:00+00:00,2070.632011317886,SL,-1.0
APTUSDT,2026-02-08T06:15:00+00:00,1.0886,SHORT,2026-02-08T08:00:00+00:00,1.094814837262286,SL,-1.0
ARBUSDT,2026-02-08T10:15:00+00:00,0.11753,SHORT,2026-02-08T11:15:00+00:00,0.11889797744502595,SL,-1.0
TIAUSDT,2026-02-08T10:15:00+00:00,0.3347,SHORT,2026-02-08T11:15:00+00:00,0.33862329613486464,SL,-1.0
BNBUSDT,2026-02-08T13:00:00+00:00,641.0,SHORT,2026-02-08T14:45:00+00:00,646.5884090301763,SL,-1.0
DOGEUSDT,2026-02-08T18:45:00+00:00,0.0973,SHORT,2026-02-08T21:30:00+00:00,0.09590880369475804,TP2,2.0
XRPUSDT,2026-02-08T21:00:00+00:00,1.4387,LONG,2026-02-08T21:30:00+00:00,1.430399917214108,SL,-1.0
NEARUSDT,2026-02-09T00:15:00+00:00,1.0347,SHORT,2026-02-09T01:15:00+00:00,1.0426770195622443,SL,-1.0
UNIUSDT,2026-02-09T00:15:00+00:00,3.455,SHORT,2026-02-09T01:15:00+00:00,3.485102862542464,SL,-1.0
ATOMUSDT,2026-02-09T01:30:00+00:00,1.9346,SHORT,2026-02-09T02:30:00+00:00,1.9573244521738857,SL,-1.0
LINKUSDT,2026-02-09T05:15:00+00:00,8.835,LONG,2026-02-09T06:15:00+00:00,8.74905934719855,SL,-1.0
BNBUSDT,2026-02-09T15:15:00+00:00,625.2,SHORT,2026-02-09T16:30:00+00:00,631.8197110704906,SL,-1.0
INJUSDT,2026-02-09T22:15:00+00:00,3.169,SHORT,2026-02-10T03:15:00+00:00,3.1044047422597956,TP2,2.0
NEARUSDT,2026-02-10T05:00:00+00:00,1.0094,SHORT,2026-02-10T06:30:00+00:00,0.9911190386064059,TP2,2.0
ATOMUSDT,2026-02-10T09:45:00+00:00,1.9096,SHORT,2026-02-10T13:30:00+00:00,1.9096,TP1,0.75
DOTUSDT,2026-02-10T16:15:00+00:00,1.2737,SHORT,2026-02-11T02:00:00+00:00,1.2880636994261534,SL,-1.0
DOGEUSDT,2026-02-10T19:45:00+00:00,0.09298,SHORT,2026-02-11T03:30:00+00:00,0.09298,TP1,0.75
ETHUSDT,2026-02-10T19:45:00+00:00,2017.0,SHORT,2026-02-10T22:30:00+00:00,2017.0,TP1,0.75
LINKUSDT,2026-02-10T19:45:00+00:00,8.539,SHORT,2026-02-11T02:00:00+00:00,8.597108538316542,SL,-1.0
OPUSDT,2026-02-10T19:45:00+00:00,0.18194,SHORT,2026-02-10T22:30:00+00:00,0.18322244694076387,SL,-1.0
LTCUSDT,2026-02-10T20:45:00+00:00,53.25,SHORT,2026-02-11T02:00:00+00:00,53.64118725516428,SL,-1.0
APTUSDT,2026-02-11T00:00:00+00:00,0.9863,SHORT,2026-02-11T00:15:00+00:00,0.9911799731815328,SL,-1.0
BTCUSDT,2026-02-11T01:45:00+00:00,68952.4,SHORT,2026-02-11T03:15:00+00:00,68114.21635287684,TP2,2.0
TIAUSDT,2026-02-11T02:00:00+00:00,0.3159,SHORT,2026-02-11T03:30:00+00:00,0.3159,TP1,0.75
INJUSDT,2026-02-11T03:45:00+00:00,3.064,SHORT,2026-02-11T05:45:00+00:00,3.0025527952471567,TP2,2.0
SOLUSDT,2026-02-11T03:45:00+00:00,83.29,SHORT,2026-02-11T06:00:00+00:00,81.32400428794884,TP2,2.0
SUIUSDT,2026-02-11T03:45:00+00:00,0.9276,SHORT,2026-02-11T04:45:00+00:00,0.9102177079380376,TP2,2.0
DOTUSDT,2026-02-11T16:15:00+00:00,1.2472,SHORT,2026-02-11T21:15:00+00:00,1.2713580645364755,SL,-1.0
ATOMUSDT,2026-02-11T17:45:00+00:00,1.9095,SHORT,2026-02-11T18:15:00+00:00,1.9334092936306402,SL,-1.0
ADAUSDT,2026-02-11T19:45:00+00:00,0.2571,SHORT,2026-02-11T21:15:00+00:00,0.2593605219333658,SL,-1.0
NEARUSDT,2026-02-11T19:45:00+00:00,0.9659,SHORT,2026-02-11T21:15:00+00:00,0.9776702208415908,SL,-1.0
XRPUSDT,2026-02-11T20:15:00+00:00,1.3756,SHORT,2026-02-11T21:15:00+00:00,1.3876061162610152,SL,-1.0
UNIUSDT,2026-02-12T01:30:00+00:00,3.422,LONG,2026-02-12T08:30:00+00:00,3.353754960300686,SL,-1.0
ETHUSDT,2026-02-12T02:00:00+00:00,1957.92,SHORT,2026-02-12T06:15:00+00:00,1981.427069402344,SL,-1.0
ATOMUSDT,2026-02-12T07:15:00+00:00,1.9852,LONG,2026-02-12T10:15:00+00:00,1.9852,TP1,0.75
DOTUSDT,2026-02-12T18:15:00+00:00,1.2575,SHORT,2026-02-12T19:15:00+00:00,1.2707077464554093,SL,-1.0
